gene_id	gene_name	N2L	N2S	N3L	N3S	N4L	N4S	NE3L	NE3S	NE4L	NE4S	NE5L	NE5S	NW3L	NW3S	NW4L	NW4S	NW5L	NW5S	W3L	W3S	W4S	W5L	W5S
gene-E1B28_000020	gene-E1B28_000020	1719.63271562621	1719.63271562621	1715.378	1722.857	1719.63271562621	1723.791	1731.411	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1719.63271562621	1704.844	1719.63271562621
gene-E1B28_000021	gene-E1B28_000021	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565	237.823260869565
gene-E1B28_000022	gene-E1B28_000022	863.084	901.553	885.378	892.857	873.085	893.791	901.411	890.435	898.137	908.17	901.1	898.657	878.59	845.394	876.748	881.599	877.964	899.559	894.848	904.814	909.581	874.844	908.557
gene-E1B28_000023	gene-E1B28_000023	270.549	307.576	291.833	298.881	280.167	300.309	307.327	296.524	304.248	313.763	291.473080567025	291.473080567025	284.986	251.922	283.388	289.378	284.44	305.735	300.698	291.473080567025	291.473080567025	281.879	291.473080567025
gene-E1B28_000024	gene-E1B28_000024	1666.084	1704.553	1688.378	1695.857	1676.085	1696.791	1704.411	1693.435	1701.137	1711.17	1704.1	1701.657	1681.59	1648.394	1679.748	1684.599	1680.964	1702.559	1697.848	1707.814	1712.581	1677.844	1711.557
gene-E1B28_000025	gene-E1B28_000025	769.084	807.553	791.378	798.857	779.085	799.791	807.411	796.435	804.137	814.17	807.1	804.657	784.59	751.394	782.749	787.602	783.964	805.559	800.848	810.814	815.581	780.844	814.557
gene-E1B28_000026	gene-E1B28_000026	529.107	567.555	551.402	558.865	539.108	559.806	567.415	556.442	564.144	574.17	567.114	564.663	544.601	511.411	542.771	547.642	543.971	565.566	560.853	570.828	575.601	540.855	574.564
gene-E1B28_000027	gene-E1B28_000027	1122.084	1160.553	1144.378	1151.857	1132.085	1152.791	1160.411	1149.435	1157.137	1167.17	1160.1	1157.657	1137.59	1104.394	1135.748	1140.599	1136.964	1158.559	1153.848	1163.814	1168.581	1133.844	1167.557
gene-E1B28_000028	gene-E1B28_000028	2044.084	2082.553	2066.378	2073.857	2054.085	2074.791	2082.411	2071.435	2079.137	2089.17	2082.1	2079.657	2059.59	2026.394	2057.748	2062.599	2058.964	2080.559	2075.848	2085.814	2090.581	2055.844	2089.557
gene-E1B28_000029	gene-E1B28_000029	3270.084	3308.553	3292.378	3299.857	3280.085	3300.791	3308.411	3297.435	3305.137	3315.17	3308.1	3305.657	3285.59	3252.394	3283.748	3288.599	3284.964	3306.559	3301.848	3311.814	3316.581	3281.844	3315.557
gene-E1B28_000030	gene-E1B28_000030	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652	462.650608695652
gene-E1B28_000031	gene-E1B28_000031	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572	852.572
gene-E1B28_000032	gene-E1B28_000032	809.882942008253	809.882942008253	802.378	809.857	809.882942008253	810.791	818.411	807.435	815.137	825.17	818.1	815.657	795.59	809.882942008253	793.748	809.882942008253	794.964	809.882942008253	811.848	821.814	826.581	791.844	809.882942008253
gene-E1B28_000033	gene-E1B28_000033	1372.084	1410.553	1394.378	1401.857	1382.085	1402.791	1410.411	1399.435	1407.137	1417.17	1410.1	1407.657	1387.59	1354.394	1385.748	1390.599	1386.964	1408.559	1403.848	1413.814	1418.581	1383.844	1417.557
gene-E1B28_000034	gene-E1B28_000034	586.087	624.553	608.392	615.86	596.097	616.795	624.412	613.436	621.139	631.17	624.101	621.658	614.960681478951	614.960681478951	599.75	604.614	614.960681478951	622.559	617.848	627.816	632.601	597.847	614.960681478951
gene-E1B28_000035	gene-E1B28_000035	1312.084	1350.553	1334.378	1341.857	1322.085	1342.791	1350.411	1339.435	1347.137	1357.17	1350.1	1347.657	1327.59	1294.394	1325.748	1330.599	1326.964	1348.559	1343.848	1353.814	1358.581	1323.844	1357.557
gene-E1B28_000036	gene-E1B28_000036	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087	483.623347826087
gene-E1B28_000037	gene-E1B28_000037	1261.084	1299.553	1283.378	1290.857	1271.085	1291.791	1299.411	1288.435	1296.137	1306.17	1299.1	1296.657	1276.59	1243.394	1274.748	1279.599	1275.964	1297.559	1292.848	1302.814	1307.581	1272.844	1306.557
gene-E1B28_000038	gene-E1B28_000038	1709.084	1747.553	1731.378	1738.857	1719.085	1739.791	1747.411	1736.435	1744.137	1754.17	1747.1	1744.657	1724.59	1691.394	1722.748	1727.599	1723.964	1745.559	1740.848	1750.814	1755.581	1720.844	1754.557
gene-E1B28_000039	gene-E1B28_000039	75.527	95.644	86.287	90.51	79.761	94.457	96.341	89.019	94.939	100.152	97.296	94.25	80.741	60.003	80.533	89.591	80.629	95.554	87.258	99.382	100.038	81.861	98.572
gene-E1B28_000040	gene-E1B28_000040	388.412	426.677	410.583	417.992	398.368	419.013	426.524	415.551	423.275	433.249	426.254	423.772	403.781	370.587	402.02	407.089	403.133	424.689	419.949	429.955	434.741	400.127	433.641
gene-E1B28_000041	gene-E1B28_000041	1406.084	1444.553	1428.378	1435.857	1416.085	1436.791	1444.411	1433.435	1441.137	1451.17	1444.1	1441.657	1421.59	1388.394	1419.748	1424.599	1420.964	1442.559	1437.848	1447.814	1452.581	1417.844	1451.557
gene-E1B28_000042	gene-E1B28_000042	610.085	648.553	632.378	639.859	620.094	640.795	648.411	637.435	645.139	655.17	648.1	645.658	625.592	592.402	623.749	628.613	624.964	646.559	641.848	651.814	656.6	621.846	655.558
gene-E1B28_000043	gene-E1B28_000043	379.484	417.697	401.627	409.014	389.417	410.051	417.548	406.58	414.292	424.27	417.277	414.798	394.818	361.614	393.045	398.169	394.161	415.712	410.981	420.983	425.762	391.171	424.649
gene-E1B28_000044	gene-E1B28_000044	2185.084	2223.553	2207.378	2214.857	2195.085	2215.791	2223.411	2212.435	2220.137	2230.17	2223.1	2220.657	2200.59	2167.394	2198.748	2203.599	2199.964	2221.559	2216.848	2226.814	2231.581	2196.844	2230.557
gene-E1B28_000045	gene-E1B28_000045	1653.084	1691.553	1675.378	1682.857	1663.085	1683.791	1691.411	1680.435	1688.137	1698.17	1691.1	1688.657	1668.59	1635.394	1666.748	1671.599	1667.964	1689.559	1684.848	1694.814	1699.581	1664.844	1698.557
gene-E1B28_000046	gene-E1B28_000046	2255.084	2293.553	2277.378	2284.857	2265.085	2285.791	2293.411	2282.435	2290.137	2300.17	2293.1	2290.657	2270.59	2237.394	2268.748	2273.599	2269.964	2291.559	2286.848	2296.814	2301.581	2266.844	2300.557
gene-E1B28_000047	gene-E1B28_000047	66.018	83.964	75.503	79.427	69.821	83.445	84.871	78.1	83.726	88.711	85.87	82.985	70.435	52.16	70.348	79.13	70.344	84.11	75.805	87.591	88.081	71.729	86.555
gene-E1B28_000048	gene-E1B28_000048	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572	1341.572
gene-E1B28_000049	gene-E1B28_000049	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572	1875.572
gene-E1B28_000050	gene-E1B28_000050	1746.38885234817	1758.553	1746.38885234817	1749.857	1746.38885234817	1750.791	1746.38885234817	1746.38885234817	1746.38885234817	1765.17	1746.38885234817	1755.657	1746.38885234817	1702.394	1746.38885234817	1738.599	1746.38885234817	1746.38885234817	1746.38885234817	1746.38885234817	1746.38885234817	1731.844	1765.557
gene-E1B28_000051	gene-E1B28_000051	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572	1497.572
gene-E1B28_000052	gene-E1B28_000052	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572	4281.572
gene-E1B28_000053	gene-E1B28_000053	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522	139.444086956522
gene-E1B28_000054	gene-E1B28_000054	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572	2481.572
gene-E1B28_000055	gene-E1B28_000055	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682	144.682
gene-E1B28_000056	gene-E1B28_000056	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572	1188.572
gene-E1B28_000057	gene-E1B28_000057	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572	1122.572
gene-E1B28_000058	gene-E1B28_000058	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956	304.761826086956
gene-E1B28_000059	gene-E1B28_000059	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573	702.573
gene-E1B28_000060	gene-E1B28_000060	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957	340.243826086957
gene-E1B28_000061	gene-E1B28_000061	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261	260.894043478261
gene-E1B28_000062	gene-E1B28_000062	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043	678.573173913043
gene-E1B28_000063	gene-E1B28_000063	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435	645.573739130435
gene-E1B28_000064	gene-E1B28_000064	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348	292.996391304348
gene-E1B28_000065	gene-E1B28_000065	887.086455779758	900.553	887.086455779758	887.086455779758	887.086455779758	892.791	887.086455779758	887.086455779758	887.086455779758	887.086455779758	900.1	887.086455779758	887.086455779758	844.394	887.086455779758	880.599	887.086455779758	898.559	887.086455779758	887.086455779758	887.086455779758	873.844	907.557
gene-E1B28_000066	gene-E1B28_000066	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546	65.546
gene-E1B28_000067	gene-E1B28_000067	130.411	159.344	146.513	151.84	137.11	154.904	159.371	149.74	156.87	163.667	160.048	156.514	139.917	110.759	138.889	147.49	139.39	158.425	151.332	163.475	165.428	139.133	163.876
gene-E1B28_000068	gene-E1B28_000068	40.974	49.1313099503352	46.295	49.196	43.584	53.226	52.936	48.143	52.818	56.615	54.006	52.028	42.692	49.1313099503352	49.1313099503352	50.446	43.034	49.1313099503352	49.1313099503352	54.947	49.1313099503352	44.765	53.595
gene-E1B28_000069	gene-E1B28_000069	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599	2485.599
gene-E1B28_000070	gene-E1B28_000070	1768.084	1806.553	1790.378	1797.857	1778.085	1798.791	1806.411	1795.435	1803.137	1813.17	1806.1	1803.657	1783.59	1750.394	1781.748	1786.599	1782.964	1804.559	1799.848	1809.814	1814.581	1779.844	1813.557
gene-E1B28_000071	gene-E1B28_000071	3297.084	3335.553	3319.378	3326.857	3307.085	3327.791	3335.411	3324.435	3332.137	3342.17	3335.1	3332.657	3312.59	3279.394	3310.748	3315.599	3311.964	3333.559	3328.848	3338.814	3343.581	3308.844	3342.557
gene-E1B28_000072	gene-E1B28_000072	2621.084	2659.553	2643.378	2650.857	2631.085	2651.791	2659.411	2648.435	2656.137	2666.17	2659.1	2656.657	2636.59	2603.394	2634.748	2639.599	2635.964	2657.559	2652.848	2662.814	2667.581	2632.844	2666.557
gene-E1B28_000073	gene-E1B28_000073	4156.084	4194.553	4178.378	4185.857	4166.085	4186.791	4194.411	4183.435	4191.137	4201.17	4194.1	4191.657	4171.59	4138.394	4169.748	4174.599	4170.964	4192.559	4187.848	4197.814	4202.581	4167.844	4201.557
gene-E1B28_000074	gene-E1B28_000074	1048.084	1086.553	1070.378	1077.857	1058.085	1078.791	1086.411	1075.435	1083.137	1093.17	1086.1	1083.657	1063.59	1030.394	1061.748	1066.599	1062.964	1084.559	1079.848	1089.814	1094.581	1059.844	1093.557
gene-E1B28_000075	gene-E1B28_000075	511.126	549.556	533.404	540.868	521.11	541.809	549.415	538.451	546.151	556.17	549.116	546.666	526.607	493.416	524.773	529.655	525.973	547.567	542.855	552.829	557.607	522.86	556.565
gene-E1B28_000076	gene-E1B28_000076	290.928	328.295	312.424	319.586	300.616	320.902	328.033	317.176	324.946	334.579	328.028	325.347	305.617	272.491	303.981	309.679	305.054	326.39	321.44	331.753	336.261	302.319	335.04
gene-E1B28_000077	gene-E1B28_000077	805.084	843.553	827.378	834.857	815.085	835.791	843.411	832.435	840.137	850.17	843.1	840.657	820.59	787.394	818.748	823.599	819.964	841.559	836.848	846.814	851.581	816.844	850.557
gene-E1B28_000078	gene-E1B28_000078	1565.65565908066	1605.23451374374	1586.76962320241	1596.78049953357	1573.49106015348	1597.74763467636	1604.95936770106	1596.30295838585	1607.82171398424	1614.22578640331	1613.39947543068	1602.30320470069	1581.13599618191	1546.9575115091	1577.69305732586	1585.26130729171	1580.99164795554	1604.38556833356	1598.46216987037	1612.50083647875	1614.76836674477	1577.486011406	1613.43324203909
gene-E1B28_000079	gene-E1B28_000079	1705.47503215411	1740.05515451506	1737.378	1714.32440015441	1697.58054668432	1714.56745999395	1753.411	1736.2731531922	1750.137	1731.48083842	1734.95474810076	1744.89245924025	1710.31553824389	1682.88752783726	1728.748	1706.34538566752	1729.964	1738.05247059898	1746.848	1756.814	1704.581	1726.844	1710.24127500445
gene-E1B28_000080	gene-E1B28_000080	732.084	770.553	754.378	761.857	742.085	762.791	770.411	759.435	767.137	777.17	770.1	767.657	747.59	714.394	745.749	750.604	746.964	768.559	763.848	773.814	778.581	743.844	777.557
gene-E1B28_000081	gene-E1B28_000081	757.084	795.553	779.378	786.857	767.085	787.791	795.411	784.435	792.137	802.17	795.1	792.657	772.59	739.394	770.749	775.602	771.964	793.559	788.848	798.814	803.581	768.844	802.557
gene-E1B28_000082	gene-E1B28_000082	502.13	540.556	524.405	531.87	512.117	532.811	540.416	529.451	537.151	547.172	540.119	537.667	517.609	484.419	515.779	520.665	516.979	538.57	533.862	543.833	548.614	513.863	547.569
gene-E1B28_000083	gene-E1B28_000083	1527.084	1565.553	1549.378	1556.857	1537.085	1557.791	1565.411	1554.435	1562.137	1572.17	1565.1	1562.657	1542.59	1509.394	1540.748	1545.599	1541.964	1563.559	1558.848	1568.814	1573.581	1538.844	1572.557
gene-E1B28_000084	gene-E1B28_000084	2036.084	2074.553	2058.378	2065.857	2046.085	2066.791	2074.411	2063.435	2071.137	2081.17	2074.1	2071.657	2051.59	2018.394	2049.748	2054.599	2050.964	2072.559	2067.848	2077.814	2082.581	2047.844	2081.557
gene-E1B28_000085	gene-E1B28_000085	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174	11.8568695652174
gene-E1B28_000086	SNX3	763.084	801.553	785.378	792.857	773.085	793.791	801.411	790.435	798.137	808.17	801.1	798.657	778.59	745.394	776.749	781.602	777.964	799.559	794.848	804.814	809.581	774.844	808.557
gene-E1B28_000087	gene-E1B28_000087	829.084	867.553	851.378	858.857	839.085	859.791	867.411	856.435	864.137	874.17	867.1	864.657	844.59	811.394	842.748	847.599	843.964	865.559	860.848	870.814	875.581	840.844	874.557
gene-E1B28_000088	gene-E1B28_000088	329.071	366.919	350.952	358.252	338.912	359.396	366.74	355.818	363.539	373.386	366.551	364.024	344.139	310.943	342.437	347.841	343.517	364.991	360.14	370.259	374.961	340.62	373.817
gene-E1B28_000089	gene-E1B28_000089	1045.084	1083.553	1067.378	1074.857	1055.085	1075.791	1083.411	1072.435	1080.137	1090.17	1083.1	1080.657	1060.59	1027.394	1058.748	1063.599	1059.964	1081.559	1076.848	1086.814	1091.581	1056.844	1090.557
gene-E1B28_000090	gene-E1B28_000090	793.084	831.553	815.378	822.857	803.085	823.791	831.411	820.435	828.137	838.17	831.1	828.657	808.59	775.394	806.748	811.599	807.964	829.559	824.848	834.814	839.581	804.844	838.557
gene-E1B28_000091	gene-E1B28_000091	2177.084	2215.553	2199.378	2206.857	2187.085	2207.791	2215.411	2204.435	2212.137	2222.17	2215.1	2212.657	2192.59	2159.394	2190.748	2195.599	2191.964	2213.559	2208.848	2218.814	2223.581	2188.844	2222.557
gene-E1B28_000092	gene-E1B28_000092	1374.084	1412.553	1396.378	1403.857	1384.085	1404.791	1412.411	1401.435	1409.137	1419.17	1412.1	1409.657	1389.59	1356.394	1387.748	1392.599	1388.964	1410.559	1405.848	1415.814	1420.581	1385.844	1419.557
gene-E1B28_000093	gene-E1B28_000093	1024.084	1062.553	1046.378	1053.857	1034.085	1054.791	1062.411	1051.435	1059.137	1069.17	1062.1	1059.657	1039.59	1006.394	1037.748	1042.599	1038.964	1060.559	1055.848	1065.814	1070.581	1035.844	1069.557
gene-E1B28_000094	gene-E1B28_000094	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261	331.349043478261
gene-E1B28_000095	gene-E1B28_000095	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783	157.617130434783
gene-E1B28_000096	gene-E1B28_000096	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304	187.241217391304
gene-E1B28_000097	gene-E1B28_000097	3672.084	3710.553	3694.378	3701.857	3682.085	3702.791	3710.411	3699.435	3707.137	3717.17	3710.1	3707.657	3687.59	3654.394	3685.748	3690.599	3686.964	3708.559	3703.848	3713.814	3718.581	3683.844	3717.557
